# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database 
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-12-17 08:49:47 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03451500 FRENCH BROAD RIVER AT ASHEVILLE, NC
# -----------------------------------------------------------------------------------
#
# Data provided for site 03451500
#            TS   parameter     statistic     Description
#        249449       00400     00001     pH, water, unfiltered, field, standard units (Maximum)
#        249450       00400     00002     pH, water, unfiltered, field, standard units (Minimum)
#        249451       00400     00008     pH, water, unfiltered, field, standard units (Median)
#        249453       00300     00002     Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)
#        249454       00300     00001     Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)
#        249455       00300     00003     Dissolved oxygen, water, unfiltered, milligrams per liter (Mean)
#        249457       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        249458       00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#        249459       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#        249471       63680     00002     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Minimum)
#        249472       63680     00001     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Maximum)
#        249473       63680     00003     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Mean)
#         87920       00010     00001     Temperature, water, degrees Celsius (Maximum)
#         87921       00010     00002     Temperature, water, degrees Celsius (Minimum)
#         87922       00010     00003     Temperature, water, degrees Celsius (Mean)
#         87923       00060     00001     Discharge, cubic feet per second (Maximum)
#         87924       00060     00002     Discharge, cubic feet per second (Minimum)
#         87925       00060     00003     Discharge, cubic feet per second (Mean)
#         87926       00065     00001     Gage height, feet (Maximum)
#         87927       00065     00002     Gage height, feet (Minimum)
#         87928       00065     00003     Gage height, feet (Mean)
#         87929       00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     4  Statistic computed from less than expected number of instantaneous values for the period
# 
agency_cd	site_no	datetime	249449_00400_00001	249449_00400_00001_cd	249450_00400_00002	249450_00400_00002_cd	249451_00400_00008	249451_00400_00008_cd	249453_00300_00002	249453_00300_00002_cd	249454_00300_00001	249454_00300_00001_cd	249455_00300_00003	249455_00300_00003_cd	249457_00095_00001	249457_00095_00001_cd	249458_00095_00003	249458_00095_00003_cd	249459_00095_00002	249459_00095_00002_cd	249471_63680_00002	249471_63680_00002_cd	249472_63680_00001	249472_63680_00001_cd	249473_63680_00003	249473_63680_00003_cd	87920_00010_00001	87920_00010_00001_cd	87921_00010_00002	87921_00010_00002_cd	87922_00010_00003	87922_00010_00003_cd	87925_00060_00003	87925_00060_00003_cd	87928_00065_00003	87928_00065_00003_cd	87929_00045_00006	87929_00045_00006_cd
USGS	03451500	2022-10-16	8.1	A	7.2	A	7.4	A	9.0	A	10.7	A	9.7	A	55	A	51	A	50	A	1.6	A	19.9	A	2.4	A	15.0	A	14.1	A	14.6	A	748	A	1.34	A	0.34	A
USGS	03451500	2022-10-17	7.7	A	7.1	A	7.3	A	8.6	A	10.0	A	9.2	A	66	A	58	A	55	A	2.7	A	23.5	A	5.2	A	16.7	A	14.7	A	15.5	A	834	A	1.42	A	0.25	A
USGS	03451500	2022-10-18	8.0	A	7.3	A	7.5	A	9.0	A	11.0	A	10.0	A	55	A	53	A	52	A	1.8	A	3.4	A	2.3	A	14.7	A	10.7	A	12.3	A	756	A	1.35	A	0.00	A
USGS	03451500	2022-10-19	8.0	A	7.3	A	7.5	A	10.0	A	11.4	A	10.6	A	55	A	53	A	52	A	1.8	A	2.8	A	2.1	A	12.1	A	10.0	A	10.9	A	729	A	1.32	A	0.00	A
USGS	03451500	2022-10-20	8.0	A	7.3	A	7.5	A	10.1	A	11.6	A	10.7	A	54	A	53	A	52	A	2.1	A	2.9	A	2.4	A	11.6	A	9.7	A	10.6	A	727	A	1.32	A	0.00	A
USGS	03451500	2022-10-21	8.0	A	7.3	A	7.5	A	10.2	A	11.8	A	10.8	A	56	A	54	A	53	A	2.5	A	3.4	A	2.8	A	11.4	A	9.5	A	10.4	A	727	A	1.32	A	0.00	A
USGS	03451500	2022-10-22	8.1	A	7.3	A	7.4	A	10.2	A	11.8	A	10.9	A	55	A	54	A	52	A	2.9	A:[4]	3.6	A:[4]	3.2	A:[4]	11.6	A	9.6	A	10.5	A	727	A	1.32	A	0.00	A
USGS	03451500	2022-10-23	8.1	A	7.3	A	7.4	A	10.2	A	11.8	A	10.8	A	53	A	53	A	51	A							12.0	A	10.0	A	11.0	A	727	A	1.32	A	0.00	A
USGS	03451500	2022-10-24	8.2	A	7.3	A	7.4	A	10.0	A	11.7	A	10.7	A	53	A	52	A	51	A							12.5	A	10.5	A	11.5	A	727	A	1.32	A	0.00	A
USGS	03451500	2022-10-25	8.2	A	7.3	A	7.4	A	9.8	A	11.9	A	10.7	A	52	A	50	A	47	A	1.4	A:[4]					12.6	A	11.2	A	11.9	A	721	A	1.31	A	0.00	A
USGS	03451500	2022-10-26	8.1	A	7.2	A	7.3	A	9.6	A	11.3	A	10.3	A	50	A	48	A	47	A	1.5	A	2.3	A	1.8	A	14.3	A	12.5	A	13.2	A	720	A	1.31	A	0.01	A
USGS	03451500	2022-10-27	8.2	A	7.1	A	7.3	A	9.6	A	11.6	A	10.4	A	51	A	49	A	47	A	1.4	A	2.2	A	1.8	A	14.1	A	12.1	A	13.0	A	742	A	1.33	A	0.00	A
USGS	03451500	2022-10-28	8.0	A	7.1	A	7.3	A	9.7	A	11.6	A	10.5	A	49	A	48	A	47	A	1.4	A	2.2	A	1.7	A	13.1	A	12.1	A	12.7	A	736	A	1.33	A	0.00	A
USGS	03451500	2022-10-29	8.2	A	7.1	A	7.4	A	9.9	A	11.9	A	10.8	A	50	A	49	A	48	A	1.3	A	2.1	A	1.6	A	12.5	A	11.4	A	12.1	A	717	A	1.31	A	0.00	A
USGS	03451500	2022-10-30	7.6	A	7.1	A	7.3	A	9.7	A	11.1	A	10.3	A	51	A	49	A	48	A	1.3	A	2.2	A	1.7	A	13.0	A	12.5	A	12.8	A	717	A	1.31	A	0.00	A
USGS	03451500	2022-10-31	7.7	A	7.1	A	7.2	A	9.6	A	11.0	A	10.2	A	53	A	50	A	48	A	1.8	A	2.6	A	2.1	A	13.8	A	12.8	A	13.2	A	761	A	1.35	A	0.08	A
USGS	03451500	2022-11-01	7.5	A	7.0	A	7.2	A	9.4	A	10.9	A	10.1	A	51	A	49	A	46	A	2.3	A	4.6	A	3.6	A	14.0	A	12.8	A	13.4	A	999	A	1.56	A	0.00	A
USGS	03451500	2022-11-02	7.2	A	7.0	A	7.1	A	9.4	A	10.5	A	9.9	A	46	A	44	A	43	A	2.9	A	5.0	A	3.7	A	13.6	A	12.8	A	13.2	A	921	A	1.49	A	0.00	A
USGS	03451500	2022-11-03	7.6	A	7.0	A	7.2	A	9.7	A	11.2	A	10.3	A	48	A	47	A	44	A	2.2	A	3.6	A	2.8	A	14.2	A	12.2	A	13.2	A	787	A	1.38	A	0.00	A
USGS	03451500	2022-11-04	7.8	A	7.0	A	7.2	A	9.4	A	11.2	A	10.2	A	49	A	48	A	48	A	1.9	A	3.2	A	2.5	A	14.4	A	12.9	A	13.7	A	747	A	1.34	A	0.00	A
USGS	03451500	2022-11-05	7.7	A	7.1	A	7.2	A	9.1	A	10.6	A	9.8	A	51	A	49	A	48	A	2.1	A	3.0	A	2.5	A	15.7	A	14.2	A	15.0	A	755	A	1.35	A	0.03	A
USGS	03451500	2022-11-06	7.5	A	7.0	A	7.1	A	8.8	A	10.2	A	9.3	A	54	A	51	A	48	A	2.6	A	5.2	A	3.9	A	17.0	A	15.3	A	16.2	A	979	A	1.54	A	0.03	A
USGS	03451500	2022-11-07	7.2	A	6.9	A	7.1	A	8.5	A	9.6	A	9.0	A	53	A	48	A	45	A	5.0	A	6.5	A	5.7	A	17.4	A	16.2	A	17.0	A	1070	A	1.62	A	0.00	A
USGS	03451500	2022-11-08	7.4	A	6.9	A	7.1	A	8.7	A	10.1	A	9.2	A	45	A	44	A	43	A	3.2	A	6.3	A	4.4	A	17.7	A	16.0	A	16.8	A	925	A	1.50	A	0.00	A
USGS	03451500	2022-11-09	7.4	A	6.9	A	7.1	A	8.9	A	10.7	A	9.7	A	48	A	48	A	45	A	3.1	A	5.8	A	3.8	A	16.2	A	14.1	A	14.9	A	817	A	1.40	A	0.00	A
USGS	03451500	2022-11-10	7.2	A	6.9	A	7.0	A	9.3	A	10.3	A	9.7	A	50	A	50	A	48	A	3.0	A	4.4	A	3.6	A	14.1	A	13.8	A	14.0	A	774	A	1.36	A	0.03	A
USGS	03451500	2022-11-11	7.0	A	6.1	A	6.8	A	8.5	A:[4]	9.5	A:[4]	9.0	A:[4]	66	A:[4]					3.5	A:[4]					15.1	A	14.0	A	14.6	A	3570	A	3.00	A	1.45	A
USGS	03451500	2022-11-12	6.5	A	6.2	A	6.4	A																			15.0	A	14.1	A	14.7	A	5860	A	4.28	A	0.00	A
USGS	03451500	2022-11-13	6.8	A	6.5	A	6.7	A																			14.1	A	10.8	A	12.6	A	3880	A	3.30	A	0.00	A
USGS	03451500	2022-11-14	6.8	A	6.7	A	6.8	A	10.3	A:[4]	10.9	A:[4]	10.7	A:[4]													10.8	A	9.0	A	9.6	A	1880	A	2.17	A	0.00	A
USGS	03451500	2022-11-15	7.0	A	6.8	A	6.8	A	10.6	A	11.1	A	10.9	A													9.4	A	8.4	A	8.7	A	1560	A	1.97	A	0.32	A
USGS	03451500	2022-11-16	7.0	A	6.9	A	7.0	A	10.9	A	11.1	A	11.0	A	48	A:[4]					11.1	A:[4]					8.8	A	7.9	A	8.4	A	2030	A	2.26	A	0.00	A
USGS	03451500	2022-11-17	7.0	A	6.9	A	6.9	A	11.0	A	11.6	A	11.4	A	42	A	41	A	41	A	6.2	A	15.2	A	9.5	A	7.9	A	6.7	A	7.3	A	1790	A	2.12	A	0.00	A
USGS	03451500	2022-11-18	7.0	A	6.8	A	6.9	A	11.4	A	12.0	A	11.8	A	43	A	42	A	42	A	3.8	A	8.1	A	5.4	A	7.1	A	5.7	A	6.5	A	1470	A	1.91	A	0.00	A
USGS	03451500	2022-11-19	7.0	A	6.8	A	6.9	A	11.6	A	12.1	A	11.9	A	44	A	43	A	43	A	3.2	A	5.8	A	4.1	A	6.9	A	5.6	A	6.3	A	1320	A	1.80	A	0.00	A
USGS	03451500	2022-11-20	7.1	A	6.9	A	7.0	A	11.7	A	12.5	A	12.2	A	44	A	44	A	43	A	3.1	A	4.7	A	3.6	A	6.5	A	4.8	A	5.3	A	1220	A	1.73	A	0.00	A
USGS	03451500	2022-11-21	7.0	A	6.9	A	7.0	A	12.2	A	12.6	A	12.4	A	45	A	44	A	43	A	2.7	A	3.7	A	3.1	A	5.8	A	3.9	A	4.9	A	1150	A	1.68	A	0.00	A
USGS	03451500	2022-11-22	7.0	A	6.8	A	7.0	A	12.1	A	12.6	A	12.4	A	45	A	45	A	44	A	2.8	A	3.5	A	3.0	A	5.7	A	4.3	A	5.1	A	1100	A	1.64	A	0.00	A
USGS	03451500	2022-11-23	7.0	A	6.9	A	7.0	A	11.8	A	12.3	A	12.1	A	45	A	45	A	44	A	2.7	A	4.0	A	3.0	A	6.7	A	4.7	A	5.8	A	1070	A	1.61	A	0.00	A
USGS	03451500	2022-11-24	7.1	A	6.9	A	7.0	A	11.5	A	12.1	A	11.8	A	46	A	45	A	45	A	2.7	A	5.2	A	3.2	A	7.9	A	5.8	A	6.8	A	1030	A	1.59	A	0.00	A
USGS	03451500	2022-11-25	7.0	A	6.9	A	7.0	A	11.1	A	11.5	A	11.3	A	46	A	46	A	45	A	3.2	A	4.5	A	3.6	A	8.9	A	7.6	A	8.3	A	1010	A	1.57	A	0.01	A
USGS	03451500	2022-11-26	7.1	A	6.9	A	7.0	A	10.9	A	11.4	A	11.1	A	46	A	45	A	45	A	3.6	A	4.8	A	4.1	A	9.6	A	8.1	A	8.9	A	994	A	1.56	A	0.00	A
USGS	03451500	2022-11-27	7.1	A	6.9	A	7.0	A	10.3	A	10.9	A	10.7	A	49	A	46	A	45	A	3.8	A	5.7	A	4.7	A	11.1	A	9.3	A	10.2	A	1050	A	1.60	A	0.12	A
USGS	03451500	2022-11-28	7.0	A	6.9	A	7.0	A	10.2	A	10.8	A	10.5	A	46	A	45	A	42	A	4.8	A:[4]					11.2	A	10.0	A	10.6	A	1280	A	1.78	A	0.00	A
USGS	03451500	2022-11-29	7.1	A	6.8	A	6.9	A	10.5	A	11.3	A	10.9	A	49	A	42	A	41	A							10.3	A	8.7	A	9.5	A	1160	A	1.69	A	0.80	A
USGS	03451500	2022-11-30	7.0	A	6.6	A	6.9	A	10.2	A	10.7	A	10.4	A	50	A	48	A	45	A							10.2	A	9.3	A	9.8	A	3110	A	2.87	A	0.79	A
USGS	03451500	2022-12-01	7.2	A	7.0	A	7.1	A	10.3	A	11.0	A	10.7	A	48	A	45	A	45	A							9.3	A	7.8	A	8.5	A	3520	A	3.12	A	0.00	A
