# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database 
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-12-16 14:10:38 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03451500 FRENCH BROAD RIVER AT ASHEVILLE, NC
# -----------------------------------------------------------------------------------
#
# Data provided for site 03451500
#            TS   parameter     statistic     Description
#        249449       00400     00001     pH, water, unfiltered, field, standard units (Maximum)
#        249450       00400     00002     pH, water, unfiltered, field, standard units (Minimum)
#        249451       00400     00008     pH, water, unfiltered, field, standard units (Median)
#        249453       00300     00002     Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)
#        249454       00300     00001     Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)
#        249455       00300     00003     Dissolved oxygen, water, unfiltered, milligrams per liter (Mean)
#        249457       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        249458       00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#        249459       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#        249471       63680     00002     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Minimum)
#        249472       63680     00001     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Maximum)
#        249473       63680     00003     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Mean)
#         87920       00010     00001     Temperature, water, degrees Celsius (Maximum)
#         87921       00010     00002     Temperature, water, degrees Celsius (Minimum)
#         87922       00010     00003     Temperature, water, degrees Celsius (Mean)
#         87923       00060     00001     Discharge, cubic feet per second (Maximum)
#         87924       00060     00002     Discharge, cubic feet per second (Minimum)
#         87925       00060     00003     Discharge, cubic feet per second (Mean)
#         87926       00065     00001     Gage height, feet (Maximum)
#         87927       00065     00002     Gage height, feet (Minimum)
#         87928       00065     00003     Gage height, feet (Mean)
#         87929       00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	249449_00400_00001	249449_00400_00001_cd	249450_00400_00002	249450_00400_00002_cd	249451_00400_00008	249451_00400_00008_cd	249453_00300_00002	249453_00300_00002_cd	249454_00300_00001	249454_00300_00001_cd	249455_00300_00003	249455_00300_00003_cd	249457_00095_00001	249457_00095_00001_cd	249458_00095_00003	249458_00095_00003_cd	249459_00095_00002	249459_00095_00002_cd	249471_63680_00002	249471_63680_00002_cd	249472_63680_00001	249472_63680_00001_cd	249473_63680_00003	249473_63680_00003_cd	87920_00010_00001	87920_00010_00001_cd	87921_00010_00002	87921_00010_00002_cd	87922_00010_00003	87922_00010_00003_cd	87925_00060_00003	87925_00060_00003_cd	87928_00065_00003	87928_00065_00003_cd	87929_00045_00006	87929_00045_00006_cd
USGS	03451500	2023-10-14	7.9	A	7.1	A	7.3	A	8.1	A	9.8	A	8.8	A	60	A	56	A	53	A	3.0	A	6.0	A	4.3	A	18.3	A	16.7	A	17.4	A	560	A	1.15	A	0.05	A
USGS	03451500	2023-10-15	7.7	A	7.1	A	7.3	A	8.3	A	9.9	A	9.1	A	54	A	53	A	52	A	3.0	A	5.3	A	3.9	A	16.7	A	13.9	A	15.4	A	545	A	1.13	A	0.00	A
USGS	03451500	2023-10-16	8.0	A	7.1	A	7.3	A	9.1	A	10.7	A	9.8	A	53	A	52	A	51	A	2.7	A	5.1	A	3.6	A	13.9	A	12.6	A	13.2	A	538	A	1.13	A	0.07	A
USGS	03451500	2023-10-17	7.9	A	7.2	A	7.4	A	9.4	A	10.8	A	10.0	A	53	A	52	A	51	A	2.7	A	4.4	A	3.4	A	13.5	A	12.2	A	12.7	A	501	A	1.08	A	0.00	A
USGS	03451500	2023-10-18	8.2	A	7.2	A	7.4	A	9.5	A	11.1	A	10.1	A	56	A	54	A	52	A	2.5	A	4.5	A	3.3	A	14.9	A	11.5	A	12.9	A	488	A	1.07	A	0.00	A
USGS	03451500	2023-10-19	8.4	A	7.1	A	7.5	A	9.3	A	11.0	A	10.0	A	56	A	54	A	52	A	2.4	A	4.4	A	3.2	A	15.0	A	12.3	A	13.5	A	488	A	1.07	A	0.00	A
USGS	03451500	2023-10-20	7.9	A	7.2	A	7.3	A	9.0	A	10.4	A	9.5	A	60	A	57	A	54	A	2.9	A	7.2	A	4.4	A	14.9	A	13.1	A	13.8	A	522	A	1.11	A	0.17	A
USGS	03451500	2023-10-21	8.1	A	7.1	A	7.3	A	8.9	A	10.7	A	9.6	A	57	A	56	A	54	A	2.9	A	6.4	A	4.3	A	15.1	A	12.6	A	13.6	A	517	A	1.10	A	0.00	A
USGS	03451500	2023-10-22	8.2	A	7.1	A	7.4	A	9.1	A	10.9	A	9.8	A	56	A	55	A	54	A	2.6	A	4.3	A	3.3	A	15.3	A	12.3	A	13.5	A	495	A	1.08	A	0.00	A
USGS	03451500	2023-10-23	8.2	A	7.1	A	7.4	A	9.2	A	11.0	A	9.9	A	57	A	56	A	54	A	2.5	A	4.0	A	3.1	A	15.0	A	12.2	A	13.4	A	478	A	1.06	A	0.00	A
USGS	03451500	2023-10-24	8.2	A	7.1	A	7.3	A	9.3	A	11.1	A	10.0	A	58	A	56	A	54	A	2.4	A	3.9	A	2.9	A	15.1	A	11.8	A	13.2	A	463	A	1.04	A	0.00	A
USGS	03451500	2023-10-25	8.2	A	7.1	A	7.3	A	9.4	A	11.1	A	10.0	A	58	A	57	A	55	A	2.4	A	3.5	A	2.9	A	15.3	A	11.8	A	13.3	A	463	A	1.04	A	0.00	A
USGS	03451500	2023-10-26	8.5	A	7.1	A	7.5	A	9.1	A	10.8	A	9.7	A	58	A	57	A	56	A	2.0	A	3.7	A	2.7	A	16.7	A	12.9	A	14.5	A	458	A	1.03	A	0.00	A
USGS	03451500	2023-10-27	8.3	A	7.3	A	7.4	A	8.8	A	10.5	A	9.5	A	58	A	57	A	56	A	2.2	A	3.5	A	2.7	A	16.8	A	14.1	A	15.3	A	460	A	1.04	A	0.00	A
USGS	03451500	2023-10-28	8.4	A	7.2	A	7.4	A	8.6	A	10.4	A	9.2	A	59	A	58	A	56	A	2.3	A	3.4	A	2.8	A	18.2	A	14.8	A	16.3	A	467	A	1.05	A	0.00	A
USGS	03451500	2023-10-29	8.3	A	7.2	A	7.4	A	8.2	A	10.1	A	8.9	A	59	A	58	A	56	A	2.4	A	3.3	A	2.8	A	18.9	A	15.8	A	17.1	A	469	A	1.05	A	0.00	A
USGS	03451500	2023-10-30	8.1	A	7.2	A	7.4	A	8.2	A	9.9	A	8.8	A	59	A	58	A	56	A	2.7	A	3.7	A	3.1	A	18.6	A	15.8	A	16.8	A	469	A	1.05	A	0.00	A
USGS	03451500	2023-10-31	7.6	A	7.2	A	7.4	A	8.3	A	9.8	A	8.9	A	60	A	59	A	57	A	2.7	A	3.3	A	2.9	A	16.0	A	12.2	A	14.3	A	458	A	1.03	A	0.00	A
USGS	03451500	2023-11-01	8.0	A	7.3	A	7.5	A	9.4	A	11.3	A	10.4	A	59	A	58	A	57	A	2.6	A	3.3	A	2.9	A	12.2	A	8.9	A	10.2	A	454	A	1.03	A	0.00	A
USGS	03451500	2023-11-02	7.9	A	7.4	A	7.5	A	10.6	A	11.9	A	11.2	A	59	A	58	A	56	A	2.5	A	3.3	A	2.9	A	10.1	A	7.0	A	8.4	A	454	A	1.03	A	0.00	A
USGS	03451500	2023-11-03	7.9	A	7.4	A	7.5	A	10.8	A	11.8	A	11.1	A	60	A	58	A	57	A	2.5	A	3.4	A	2.8	A	10.5	A	7.2	A	8.6	A	454	A	1.03	A	0.00	A
USGS	03451500	2023-11-04	7.9	A	7.4	A	7.5	A	10.8	A	11.8	A	11.1	A	60	A	59	A	57	A	2.4	A	3.2	A	2.6	A	10.6	A	7.2	A	8.7	A	454	A	1.03	A	0.00	A
USGS	03451500	2023-11-05	7.9	A	7.3	A	7.5	A	10.3	A	11.4	A	10.8	A	61	A	59	A	56	A	2.4	A	3.6	A	2.7	A	11.9	A	8.4	A	9.8	A	458	A	1.03	A	0.00	A
USGS	03451500	2023-11-06	8.0	A	7.3	A	7.5	A	10.1	A	11.3	A	10.5	A	124	A	73	A	58	A	2.3	A	4.3	A	2.9	A	12.4	A	9.2	A	10.6	A	457	A	1.03	A	0.00	A
USGS	03451500	2023-11-07	8.1	A	7.3	A	7.5	A	9.8	A	11.2	A	10.3	A	61	A	59	A	56	A	2.4	A	4.2	A	3.0	A	13.4	A	9.9	A	11.4	A	457	A	1.03	A	0.00	A
USGS	03451500	2023-11-08	8.2	A	7.3	A	7.4	A	9.6	A	11.0	A	10.1	A	59	A	57	A	55	A	2.4	A	4.3	A	3.1	A	14.4	A	11.0	A	12.5	A	459	A	1.04	A	0.00	A
USGS	03451500	2023-11-09	8.2	A	7.3	A	7.4	A	9.2	A	10.8	A	9.8	A	58	A	56	A	53	A	2.5	A	26.0	A	5.1	A	15.4	A	12.2	A	13.6	A	459	A	1.04	A	0.00	A
USGS	03451500	2023-11-10	7.4	A	7.2	A	7.3	A	8.7	A	9.5	A	9.1	A	59	A	57	A	56	A	2.7	A	3.6	A	3.1	A	14.4	A	13.0	A	14.0	A	463	A	1.04	A	0.03	A
USGS	03451500	2023-11-11	7.6	A	7.3	A	7.4	A	9.1	A	10.3	A	9.6	A	62	A	59	A	58	A	3.0	A	4.0	A	3.4	A	13.0	A	12.2	A	12.5	A	497	A	1.08	A	0.10	A
USGS	03451500	2023-11-12	7.9	A	7.3	A	7.4	A	9.5	A	10.8	A	10.0	A	59	A	57	A	55	A	3.1	A	4.6	A	3.8	A	13.7	A	11.7	A	12.4	A	509	A	1.09	A	0.00	A
USGS	03451500	2023-11-13	7.9	A	7.3	A	7.4	A	9.6	A	11.0	A	10.2	A	58	A	57	A	56	A	3.0	A	4.7	A	3.7	A	12.9	A	10.8	A	11.7	A	494	A	1.08	A	0.00	A
USGS	03451500	2023-11-14	7.9	A	7.3	A	7.5	A	9.9	A	11.2	A	10.4	A	58	A	56	A	54	A	2.9	A	4.0	A	3.4	A	12.5	A	10.1	A	11.1	A	479	A	1.06	A	0.00	A
USGS	03451500	2023-11-15	7.8	A	7.3	A	7.4	A	10.0	A	11.2	A	10.5	A	58	A	57	A	55	A	2.9	A	4.0	A	3.3	A	11.1	A	10.1	A	10.6	A	465	A	1.04	A	0.00	A
USGS	03451500	2023-11-16	8.0	A	7.3	A	7.5	A	10.1	A	11.4	A	10.6	A	58	A	57	A	55	A	2.7	A	4.1	A	3.4	A	12.2	A	9.4	A	10.7	A	457	A	1.03	A	0.00	A
USGS	03451500	2023-11-17	7.8	A	7.3	A	7.4	A	9.7	A	10.8	A	10.1	A	58	A	57	A	55	A	2.8	A	4.5	A	3.6	A	12.9	A	11.4	A	12.1	A	454	A	1.03	A	0.00	A
USGS	03451500	2023-11-18	8.1	A	7.3	A	7.5	A	9.4	A	10.8	A	9.9	A	59	A	58	A	56	A	2.8	A	4.6	A	3.6	A	14.3	A	12.0	A	12.7	A	459	A	1.04	A	0.00	A
USGS	03451500	2023-11-19	8.2	A	7.3	A	7.5	A	9.5	A	11.0	A	10.1	A	59	A	57	A	56	A	2.9	A	4.8	A	3.5	A	13.4	A	11.2	A	12.0	A	457	A	1.03	A	0.00	A
USGS	03451500	2023-11-20	7.8	A	7.3	A	7.5	A	9.8	A	10.8	A	10.2	A	59	A	58	A	55	A	2.7	A	4.0	A	3.4	A	11.5	A	10.6	A	11.1	A	454	A	1.03	A	0.00	A
USGS	03451500	2023-11-21	7.4	A	7.3	A	7.4	A	9.8	A	10.3	A	10.0	A	65	A	60	A	57	A	3.2	A	33.4	A	7.9	A	10.6	A	10.2	A	10.3	A	519	A	1.10	A	0.56	A
USGS	03451500	2023-11-22	7.3	A	7.2	A	7.3	A	9.7	A	10.0	A	9.8	A	70	A	61	A	56	A	12.0	A	46.4	A	25.2	A	10.9	A	10.0	A	10.5	A	975	A	1.53	A	0.00	A
USGS	03451500	2023-11-23	7.2	A	7.2	A	7.2	A	9.8	A	10.2	A	10.1	A	60	A	48	A	45	A	17.2	A	46.4	A	28.7	A	10.4	A	9.0	A	9.7	A	1080	A	1.62	A	0.00	A
USGS	03451500	2023-11-24	7.4	A	7.2	A	7.3	A	10.1	A	10.8	A	10.4	A	50	A	48	A	46	A	8.5	A	20.0	A	12.5	A	10.6	A	9.1	A	9.7	A	673	A	1.27	A	0.00	A
USGS	03451500	2023-11-25	7.5	A	7.2	A	7.4	A	10.2	A	11.1	A	10.7	A	54	A	52	A	50	A	4.4	A	10.4	A	6.8	A	9.8	A	8.3	A	9.2	A	574	A	1.17	A	0.00	A
USGS	03451500	2023-11-26	7.5	A	7.3	A	7.4	A	10.8	A	11.6	A	11.2	A	57	A	56	A	53	A	3.0	A	5.1	A	3.9	A	8.3	A	7.0	A	7.6	A	537	A	1.13	A	0.00	A
USGS	03451500	2023-11-27	7.6	A	7.4	A	7.5	A	11.0	A	11.7	A	11.4	A	58	A	57	A	56	A	2.9	A	4.4	A	3.5	A	8.0	A	6.1	A	7.1	A	521	A	1.11	A	0.00	A
USGS	03451500	2023-11-28	7.6	A	7.4	A	7.5	A	11.6	A	12.3	A	12.0	A	59	A	57	A	56	A	2.4	A	3.5	A	2.8	A	6.3	A	4.4	A	5.3	A	503	A	1.09	A	0.00	A
USGS	03451500	2023-11-29	7.6	A	7.4	A	7.5	A	12.2	A	12.8	A	12.5	A	58	A	57	A	55	A	2.4	A	3.4	A	2.7	A	5.4	A	3.2	A	4.1	A	492	A	1.07	A	0.00	A
USGS	03451500	2023-11-30	7.6	A	7.4	A	7.5	A	12.3	A	12.7	A	12.5	A	58	A	56	A	54	A	2.4	A	3.7	A	2.8	A	6.0	A	3.4	A	4.4	A	488	A	1.07	A	0.00	A
USGS	03451500	2023-12-01	7.5	A	7.4	A	7.5	A	11.7	A	12.3	A	12.0	A	59	A	57	A	55	A	2.8	A	4.4	A	3.6	A	6.4	A	4.7	A	5.6	A	490	A	1.07	A	0.00	A
